Locality;Site;NR;YEAR;MONTH;Habitat;ART;VEKT;LENMM;LENCM;Kond;SEX;MATURITY;AGE;Measured Hg weight;Omregnfaktor;MHGWet1;MHGWet2;MHGDry;Log10MHGWet1;Log10MHGDry;FG;Bosmina;Daphnia;Holoped;Bythotrep;Polyph;Leptodora;CyclCop;CalCop;Acantocycl;Littorale småkreps;Linsekreps;Krystallkr;Muslingkr;Marflo;Asell;Damsnegl;Skivesnegl;Gjellesnegl;Ertemusl;Luftins;ChirPup;ChirLarv;VårflPup;VårflLMHus;VårflLUHus;Døgnfll;Steinfll;Muddfll;Stankelbl;Vannbiller;Vannmidd;FiskUid;9pigg;sik;lagesild;UidCoreg;abbor;gjedde;niøye;Annet;UidInsL;UidPlankt;Uid;Mageanmerkn;SIASample ;%C;%N;δ13C;δ15N;SIAanmerkn;Kolonne1
Skrukkebukta;SB;1015;2020;9;1;2;351;312;31,2;1,155695266;1;2;14;Wet;0,21;504;0,504;2,4;2,702430536;0,380211242;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1016;2020;9;1;2;308;283;28,3;1,358912238;1;2;14;Wet;0,21;460;0,46;2,19047619;2,662757832;0,340538537;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1017;2020;9;1;2;199;236;23,6;1,513969296;1;2;8;Wet;0,21;194;0,194;0,923809524;2,28780173;-0,034417565;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1018;2020;9;1;2;164;232;23,2;1,313348231;1;1;7;Wet;0,21;131;0,131;0,623809524;2,117271296;-0,204947999;70;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1019;2020;9;1;2;124;215;21,5;1,247688883;1;1;7;Wet;0,21;88,5;0,0885;0,421428571;1,946943271;-0,375276024;60;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1020;2020;9;1;2;126;214;21,4;1,285669156;1;1;7;Wet;0,21;48,6;0,0486;0,231428571;1,686636269;-0,635583025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1021;2020;9;1;2;115;211;21,1;1,224194642;1;1;5;Wet;0,21;136;0,136;0,647619048;2,133538908;-0,188680386;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1022;2020;9;1;2;73,1;186;18,6;1,136000557;1;1;6;Wet;0,21;84,6;0,0846;0,402857143;1,927370363;-0,394848932;20;;;;;;;;;;;1;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1023;2020;9;1;2;108;208;20,8;1,200145084;1;1;7;Wet;0,21;103;0,103;0,49047619;2,012837225;-0,30938207;20;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1024;2020;9;1;2;103;203;20,3;1,231258129;1;1;6;Wet;0,21;87,5;0,0875;0,416666667;1,942008053;-0,380211242;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1034;2020;9;1;2;322;282;28,2;1,435848262;2;2;15;Wet;0,21;314;0,314;1,495238095;2,496929648;0,174710353;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1035;2020;9;1;2;266;261;26,1;1,496098249;1;2;9;Wet;0,21;197;0,197;0,938095238;2,294466226;-0,027753069;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;;;;;;;;;;;;Trolig Coregonide;;;;;;;
Skrukkebukta;SB;1036;2020;9;1;2;140;217;21,7;1,370089172;2;2;6;Wet;0,21;122;0,122;0,580952381;2,086359831;-0,235859464;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1037;2020;9;1;2;85,4;189;18,9;1,264947375;2;2;5;Wet;0,21;38,8;0,0388;0,184761905;1,588831726;-0,733387569;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1045;2020;9;1;2;259;270;27;1,315856323;1;2;15;Wet;0,21;281;0,281;1,338095238;2,44870632;0,126487025;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1046;2020;9;1;2;182;240;24;1,316550926;1;1;11;Wet;0,21;121;0,121;0,576190476;2,08278537;-0,239433924;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1047;2020;9;1;2;199;236;23,6;1,513969296;1;1;6;Wet;0,21;90,7;0,0907;0,431904762;1,957607287;-0,364612008;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1048;2020;9;1;2;148;226;22,6;1,2821428;1;1;7;Wet;0,21;52,6;0,0526;0,25047619;1,720985744;-0,601233551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1049;2020;9;1;2;122;212;21,2;1,280419407;1;1;8;Wet;0,21;80,1;0,0801;0,381428571;1,903632516;-0,418586779;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1050;2020;9;1;2;96,9;200;20;1,21125;2;2;8;Wet;0,21;99,7;0,0997;0,474761905;1,998695158;-0,323524136;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;1 coregonide > 75 mm;;;;;;;
Skrukkebukta;SB;1051;2020;9;1;2;112;213;21,3;1,158988729;1;1;9;Wet;0,21;111;0,111;0,528571429;2,045322979;-0,276896316;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1065;2020;9;1;2;313;274;27,4;1,521572495;2;2;15;Wet;0,21;151;0,151;0,719047619;2,178976947;-0,143242347;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;50;;;;;;;;50 % coregonid;;;;;;;
Skrukkebukta;SB;1066;2020;9;1;2;151;227;22,7;1,290920138;1;1;9;Wet;0,21;85,7;0,0857;0,408095238;1,932980822;-0,389238473;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;trolig Coregonide, stor fisk;;;;;;;
Skrukkebukta;SB;1067;2020;9;1;2;131;218;21,8;1,264450449;1;1;7;Wet;0,21;114;0,114;0,542857143;2,056904851;-0,265314443;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1068;2020;9;1;2;83,2;190;19;1,213004811;1;1;6;Wet;0,21;55,5;0,0555;0,264285714;1,744292983;-0,577926312;50;;;;;;;;;;;1;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1074;2020;9;2;2;265;279;27,9;1,220206303;1;2;15;Wet;0,21;921;0,921;4,385714286;2,96425963;0,642040335;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1075;2020;9;1;2;677;365;36,5;1,392227075;1;2;15;Wet;0,21;619;0,619;2,947619048;2,791690649;0,469471354;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;trolig Coregonide;;;;;;;
Skrukkebukta;SB;1076;2020;9;1;2;532;340;34;1,353551801;1;2;15;Wet;0,21;500;0,5;2,380952381;2,698970004;0,37675071;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;coregonid > 85 mm;;;;;;;
Skrukkebukta;SB;1077;2020;9;1;2;327;276;27,6;1,555322685;2;2;15;Wet;0,21;414;0,414;1,971428571;2,617000341;0,294781046;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1078;2020;9;1;2;238;276;27,6;1,13200856;2;2;14;Wet;0,21;760;0,76;3,619047619;2,880813592;0,558594298;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1079;2020;9;1;2;119;215;21,5;1,197378847;1;1;8;Wet;0,21;94,8;0,0948;0,451428571;1,976808337;-0,345410957;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1080;2020;9;1;2;125;220;22;1,173929376;1;1;9;Wet;0,21;96,5;0,0965;0,45952381;1,984527313;-0,337691981;80;;;;;;;;;;;;;;;;;;;;;;1;;79;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skrukkebukta;SB;1001;2021;9;1;2;405;305;30,5;1,427432252;1;2;13;Wet;0,21;726,8914;0,7268914;3,461387619;2,861469531;0,539250236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1001;47,66675204;14,95256081;-25,83933788;9,997672397;;
Skrukkebukta;SB;1002;2021;9;1;2;54,2;171;17,1;1,083954257;1;1;4;Wet;0,21;92,74;0,09274;0,441619048;1,967267092;-0,354952203;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1002;47,31362614;14,88161968;-26,3135067;10,05102771;;
Skrukkebukta;SB;1003;2021;9;1;2;78;192;19,2;1,102023655;1;1;7;Wet;0,21;80,356;0,080356;0,382647619;1,90501831;-0,417200985;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;rest;SB1003;46,34893483;14,36243559;-23,85737014;9,488235648;;
Skrukkebukta;SB;1004;2021;9;1;2;145;224;22,4;1,290101699;2;2;8;Wet;0,21;65,09;0,06509;0,309952381;1,813514272;-0,508705023;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1004;47,7401227;14,79544172;-21,36246046;7,969944624;;
Skrukkebukta;SB;1005;2021;9;1;2;52,2;165;16,5;1,162033559;2;2;5;Wet;0,21;72,889;0,072889;0,347090476;1,862661992;-0,459557303;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1005;48,40308642;14,89991975;-24,96527826;8,611247232;;
Skrukkebukta;SB;1006;2021;9;1;2;52,2;162;16,2;1,227793866;2;2;4;Wet;0,21;76,557;0,076557;0,364557143;1,883984907;-0,438234388;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1006;47,84492308;14,71469538;-26,39934996;9,157220784;;
Skrukkebukta;SB;1008;2021;9;1;2;273;264;26,4;1,483716295;1;2;7;Wet;0,21;185,86;0,18586;0,885047619;2,269185933;-0,053033362;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;rest;SB1008;49,293125;15,75889375;-25,48149881;9,810049028;;
Skrukkebukta;SB;1009;2021;9;1;2;114;214;21,4;1,163224475;1;1;8;Wet;0,21;228,242;0,228242;1,086866667;2,358395564;0,036176269;40;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;SB1009;47,64509091;15,15570303;-25,18734885;9,344106345;;
Skrukkebukta;SB;1010;2021;9;1;2;219;260;26;1,246017296;1;1;8;Wet;0,21;133,895;0,133895;0,637595238;2,12676436;-0,195454935;90;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;85;;;;;;;;;;;;1 stk stor fisk;SB1010;48,33028213;15,07336677;-25,45824948;9,317036182;;
Skrukkebukta;SB;1011;2021;9;1;2;238;268;26,8;1,236438658;1;2;13;Wet;0,21;212,894;0,212894;1,013780952;2,328163422;0,005944127;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;2 stk større enn stingsild;SB1011;47,16443077;14,70158769;-24,55335697;9,886891668;;
Skrukkebukta;SB;1012;2021;9;1;2;117;230;23;0,96161749;2;1;12;Wet;0,21;496,986;0,496986;2,3666;2,696344155;0,37412486;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1012;46,87073955;15,14103537;-24,22818516;10,05535639;;
Skrukkebukta;SB;1013;2021;9;1;2;111;213;21,3;1,148640615;1;1;7;Wet;0,21;79,136;0,079136;0,376838095;1,898374095;-0,4238452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1013;43,018375;13,4553875;-25,41874296;8,423660095;;
Skrukkebukta;SB;1014;2021;9;1;2;110;211;21,1;1,170968788;1;1;7;Wet;0,21;60,131;0,060131;0,286338095;1,779098426;-0,543120868;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1014;48,15406061;15,09158788;-23,23533259;8,733938197;;
Skrukkebukta;SB;1015;2021;9;1;2;90,4;203;20,3;1,080638203;1;1;5;Wet;0,21;110,193;0,110193;0,524728571;2,042154007;-0,280065288;30;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;SB1015;48,57472393;15,11211043;-25,3837418;9,144352956;;
Skrukkebukta;SB;1016;2021;9;1;2;86,2;189;18,9;1,276796999;2;2;7;Wet;0,21;63,519;0,063519;0,302471429;1,802903652;-0,519315642;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1016;48,12681672;14,8606881;-23,50805088;7,752869878;;
Skrukkebukta;SB;1017;2021;9;1;2;94,4;200;20;1,18;2;1;6;Wet;0,21;59,788;0,059788;0,284704762;1,776614026;-0,545605269;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SB1017;47,75616613;14,7435016;-24,23763038;8,510335166;;
